CODIGO_OPENDATA ,CODIGO DE IDENTIFICACION ESTACION,CODIGO DE IDENTIFICACION EQUIPO,NUMERO SERVICIO,CODIGO CONECTOR,TIPO CONECTOR,POTENCIA MAXIMA DE CARGA (W),Nº SERVICIOS EQUIPO,Nº DE CONECTORES EQUIPO,TIPO DE CARGA,COORDENADA_X,COORDENADA_Y,DIRECCION ,DISTRITO,BARRIO,CODIGO POSTAL,CODIGO ASIA,TIPO DE ACCESO,OPERADOR,TELF,TARIFA ,CONTROL DE ACCESO,RESTRICCION DE USO,ConnectorLockFailure,GroundFailure,HighTemperature,Mode3Error,NoError,OtherError,OverCurrentFailure,PowerMeterFailure,PowerSwitchFailure,ReaderFailure,ResetFailure,UnderVoltage,WeakSignal,Available,Occupied,Reserved,Unavailable,Faulted,Authorisation,StartTransaction,DataTranfer,DiagnosticsStatusNotification,HeartBeat,MeterValues,StatusNotification,StopTransaccion,CancelReservation,ChangeAvailability,ChangeConfiguration,ClearCache,DataTranfer,GetConfiguration,GetDiagnostics,GetLocalListVersion,RemoteStartTransaction,RemoteStopTransaction,ReserveNow,Reset,SendLocalList,UnlockConnector,UptateFirmware,Ide euip,
20801011,208,01,01,1,SCHUKO,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",,,,99400032112,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081,2081
20801012,208,01,01,2,MENNEKES,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",,,,99400032112,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081,0
20801021,208,01,02,1,SCHUKO,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",,,,99400032112,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081,0
20801022,208,01,02,2,MENNEKES,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",,,,99400032112,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081,0
20801031,208,01,03,1,SCHUKO,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",,,,99400032112,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20801032,208,01,03,2,MENNEKES,3600,1,2,LENTA,41.372081,2.156773,"C/ de la França Xica, 35",,,,99400032112,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20901011,209,01,01,1,SCHUKO,3600,1,2,LENTA,41.425848,2.184141,"C/ ConcepciOn Arenal,143",,,,99400147898,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091,2091
20901012,209,01,01,2,MENNEKES,3600,1,2,LENTA,41.425848,2.184141,"C/ ConcepciOn Arenal,143",,,,99400147898,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091,0
20901021,209,01,02,1,SCHUKO,3600,1,2,LENTA,41.425848,2.184141,"C/ ConcepciOn Arenal,143",,,,99400147898,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091,0
20901022,209,01,02,2,MENNEKES,3600,1,2,LENTA,41.425848,2.184141,"C/ ConcepciOn Arenal,143",,,,99400147898,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091,0
20901031,209,01,03,1,SCHUKO,3600,1,2,LENTA,41.425848,2.184141,"C/ ConcepciOn Arenal,143",,,,99400147898,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091,0
20901032,209,01,03,2,MENNEKES,3600,1,2,LENTA,41.425848,2.184141,"C/ ConcepciOn Arenal,143",,,,99400147898,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091,0
20901041,209,01,04,1,SCHUKO,3600,1,2,LENTA,41.425848,2.184141,"C/ ConcepciOn Arenal,143",,,,99400147898,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091,0
20901042,209,01,04,2,MENNEKES,3600,1,2,LENTA,41.425848,2.184141,"C/ ConcepciOn Arenal,143",,,,99400147898,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091,0
21001011,210,01,01,1,SCHUKO,3600,1,2,LENTA,41.380689,2.182073,"Pg. ColOn,  1",,,,92086026151,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,2101
21001012,210,01,01,2,MENNEKES,3600,1,2,LENTA,41.380689,2.182073,"Pg. ColOn,  1",,,,92086026151,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,0
21001021,210,01,02,1,SCHUKO,3600,1,2,LENTA,41.380689,2.182073,"Pg. ColOn,  1",,,,92086026151,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,0
21001022,210,01,02,2,MENNEKES,3600,1,2,LENTA,41.380689,2.182073,"Pg. ColOn,  1",,,,92086026151,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,0
21001031,210,01,03,1,SCHUKO,3600,1,2,LENTA,41.380689,2.182073,"Pg. ColOn,  1",,,,92086026151,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,0
21001032,210,01,03,2,MENNEKES,3600,1,2,LENTA,41.380689,2.182073,"Pg. ColOn,  1",,,,92086026151,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,0
21001041,210,01,04,1,SCHUKO,3600,1,2,LENTA,41.380689,2.182073,"Pg. ColOn,  1",,,,92086026151,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,0
21001042,210,01,04,2,MENNEKES,3600,1,2,LENTA,41.380689,2.182073,"Pg. ColOn,  1",,,,92086026151,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,0
21001051,210,01,05,1,SCHUKO,3600,1,2,LENTA,41.380689,2.182073,"Pg. ColOn,  1",,,,92086026151,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,0
21001052,210,01,05,2,MENNEKES,3600,1,2,LENTA,41.380689,2.182073,"Pg. ColOn,  1",,,,92086026151,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,0
21101011,211,01,01,1,SCHUKO,3600,1,2,LENTA,41.402132,2.204561,"C/ Bilbao, 24 S",,,,99400236540,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111,2111
21101012,211,01,01,2,MENNEKES,3600,1,2,LENTA,41.402132,2.204561,"C/ Bilbao, 24 S",,,,99400236540,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111,0
21101021,211,01,02,1,SCHUKO,3600,1,2,LENTA,41.402132,2.204561,"C/ Bilbao, 24 S",,,,99400236540,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111,0
21101022,211,01,02,2,MENNEKES,3600,1,2,LENTA,41.402132,2.204561,"C/ Bilbao, 24 S",,,,99400236540,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111,0
21101031,211,01,03,1,SCHUKO,3600,1,2,LENTA,41.402132,2.204561,"C/ Bilbao, 24 S",,,,99400236540,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111,0
21101032,211,01,03,2,MENNEKES,3600,1,2,LENTA,41.402132,2.204561,"C/ Bilbao, 24 S",,,,99400236540,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111,0
21101041,211,01,04,1,SCHUKO,3600,1,2,LENTA,41.402132,2.204561,"C/ Bilbao, 24 S",,,,99400236540,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111,0
21101042,211,01,04,2,MENNEKES,3600,1,2,LENTA,41.402132,2.204561,"C/ Bilbao, 24 S",,,,99400236540,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111,0
21201011,212,01,01,1,SCHUKO,3600,1,2,LENTA,41.406741,2.218339,"Pg. Garcia Faria, 71 ( Entre Josep Pla y Selva de Mar)",,,,99400157871,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121,2121
21201012,212,01,01,2,MENNEKES,3600,1,2,LENTA,41.406741,2.218339,"Pg. Garcia Faria, 71 ( Entre Josep Pla y Selva de Mar)",,,,99400157871,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121,0
21201021,212,01,02,1,SCHUKO,3600,1,2,LENTA,41.406741,2.218339,"Pg. Garcia Faria, 71 ( Entre Josep Pla y Selva de Mar)",,,,99400157871,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121,0
21201022,212,01,02,2,MENNEKES,3600,1,2,LENTA,41.406741,2.218339,"Pg. Garcia Faria, 71 ( Entre Josep Pla y Selva de Mar)",,,,99400157871,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121,0
21201031,212,01,03,1,SCHUKO,3600,1,2,LENTA,41.406741,2.218339,"Pg. Garcia Faria, 71 ( Entre Josep Pla y Selva de Mar)",,,,99400157871,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121,0
21201032,212,01,03,2,MENNEKES,3600,1,2,LENTA,41.406741,2.218339,"Pg. Garcia Faria, 71 ( Entre Josep Pla y Selva de Mar)",,,,99400157871,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121,0
21201041,212,01,04,1,SCHUKO,3600,1,2,LENTA,41.406741,2.218339,"Pg. Garcia Faria, 71 ( Entre Josep Pla y Selva de Mar)",,,,99400157871,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121,0
21201042,212,01,04,2,MENNEKES,3600,1,2,LENTA,41.406741,2.218339,"Pg. Garcia Faria, 71 ( Entre Josep Pla y Selva de Mar)",,,,99400157871,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121,0
21301011,213,01,01,1,SCHUKO,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,2131
21301012,213,01,01,2,MENNEKES,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,0
21301021,213,01,02,1,SCHUKO,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21301022,213,01,02,2,MENNEKES,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21301031,213,01,03,1,SCHUKO,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21301032,213,01,03,2,MENNEKES,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21301041,213,01,04,1,SCHUKO,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,0
21301042,213,01,04,2,MENNEKES,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,0
21301051,213,01,05,1,SCHUKO,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,0
21301052,213,01,05,2,MENNEKES,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,0
21301061,213,01,06,1,SCHUKO,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,0
21301062,213,01,06,2,MENNEKES,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,0
21301071,213,01,07,1,SCHUKO,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,0
21301072,213,01,07,2,MENNEKES,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,0
21301081,213,01,08,1,SCHUKO,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,0
21301082,213,01,08,2,MENNEKES,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,0
21301091,213,01,09,1,SCHUKO,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,0
21301092,213,01,09,2,MENNEKES,3600,1,2,LENTA,41.387207,2.196130,"C/ de la Marina, 19",,,,99159121430,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,0
21401011,214,01,01,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,2141
21401012,214,01,01,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401021,214,01,02,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401022,214,01,02,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401031,214,01,03,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401032,214,01,03,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401041,214,01,04,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401042,214,01,04,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401051,214,01,05,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401052,214,01,05,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401061,214,01,06,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401062,214,01,06,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401071,214,01,07,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401072,214,01,07,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401081,214,01,08,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401082,214,01,08,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401091,214,01,09,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401092,214,01,09,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401101,214,01,10,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401102,214,01,10,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401111,214,01,11,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401112,214,01,11,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,0
21401121,214,01,12,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401122,214,01,12,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401131,214,01,13,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
