CODIGO_OPENDATA ,CODIGO DE IDENTIFICACION ESTACION,CODIGO DE IDENTIFICACION EQUIPO,NUMERO SERVICIO,CODIGO CONECTOR,TIPO CONECTOR,POTENCIA MAXIMA DE CARGA (W),Nº SERVICIOS EQUIPO,Nº DE CONECTORES EQUIPO,TIPO DE CARGA,COORDENADA_X,COORDENADA_Y,DIRECCION ,DISTRITO,BARRIO,CODIGO POSTAL,CODIGO ASIA,TIPO DE ACCESO,OPERADOR,TELF,TARIFA ,CONTROL DE ACCESO,RESTRICCION DE USO,ConnectorLockFailure,GroundFailure,HighTemperature,Mode3Error,NoError,OtherError,OverCurrentFailure,PowerMeterFailure,PowerSwitchFailure,ReaderFailure,ResetFailure,UnderVoltage,WeakSignal,Available,Occupied,Reserved,Unavailable,Faulted,Authorisation,StartTransaction,DataTranfer,DiagnosticsStatusNotification,HeartBeat,MeterValues,StatusNotification,StopTransaccion,CancelReservation,ChangeAvailability,ChangeConfiguration,ClearCache,DataTranfer,GetConfiguration,GetDiagnostics,GetLocalListVersion,RemoteStartTransaction,RemoteStopTransaction,ReserveNow,Reset,SendLocalList,UnlockConnector,UptateFirmware,Ide euip,
21401132,214,01,13,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401141,214,01,14,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401142,214,01,14,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401151,214,01,15,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401152,214,01,15,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401161,214,01,16,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401162,214,01,16,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401171,214,01,17,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401172,214,01,17,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401181,214,01,18,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401182,214,01,18,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401191,214,01,19,1,SCHUKO,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401192,214,01,19,2,MENNEKES,3600,1,2,LENTA,41.393989,2.181742,"C/ Ali Bei, 54",,,,93308083222,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21501011,215,01,01,1,SCHUKO,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21501012,215,01,01,2,MENNEKES,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21501021,215,01,02,1,SCHUKO,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21501022,215,01,02,2,MENNEKES,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21501031,215,01,03,1,SCHUKO,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21501032,215,01,03,2,MENNEKES,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21501041,215,01,04,1,SCHUKO,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,2151
21501042,215,01,04,2,MENNEKES,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,0
21501051,215,01,05,1,SCHUKO,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,0
21501052,215,01,05,2,MENNEKES,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,0
21501061,215,01,06,1,SCHUKO,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,0
21501062,215,01,06,2,MENNEKES,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,0
21501071,215,01,07,1,SCHUKO,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,0
21501072,215,01,07,2,MENNEKES,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,0
21501081,215,01,08,1,SCHUKO,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,0
21501082,215,01,08,2,MENNEKES,3600,1,2,LENTA,41.394458,2.114654,"Marques de Mulhacen, 51 B",,,,99400335491,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,0
21601011,216,01,01,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2161
21601012,216,01,01,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601021,216,01,02,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601022,216,01,02,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601031,216,01,03,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601032,216,01,03,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601041,216,01,04,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601042,216,01,04,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601051,216,01,05,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601052,216,01,05,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601061,216,01,06,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601062,216,01,06,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601071,216,01,07,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601072,216,01,07,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601081,216,01,08,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601082,216,01,08,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601091,216,01,09,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601092,216,01,09,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,0
21601101,216,01,10,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21601102,216,01,10,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21601111,216,01,11,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21601112,216,01,11,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21601121,216,01,12,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21601122,216,01,12,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21601131,216,01,13,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21601132,216,01,13,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21601141,216,01,14,1,SCHUKO,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21601142,216,01,14,2,MENNEKES,3600,1,2,LENTA,41.372500,2.153900,"Av/ Rius i Taulet, 2 // Avda. Reina Ma. Cristina, 16",,,,92086026152,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21701011,217,01,01,1,SCHUKO,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",,,,94279114400,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21701012,217,01,01,2,MENNEKES,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",,,,94279114400,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21701021,217,01,02,1,SCHUKO,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",,,,94279114400,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21701022,217,01,02,2,MENNEKES,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",,,,94279114400,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21701031,217,01,03,1,SCHUKO,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",,,,94279114400,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21701032,217,01,03,2,MENNEKES,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",,,,94279114400,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21701040,217,01,04,,SCHUKO,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",,,,94279114400,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171,2171
21701040,217,01,04,,MENNEKES,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",,,,94279114400,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171,0
21701050,217,01,05,,SCHUKO,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",,,,94279114400,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171,0
21701050,217,01,05,,MENNEKES,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",,,,94279114400,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171,0
21701060,217,01,06,,SCHUKO,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",,,,94279114400,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171,0
21701060,217,01,06,,MENNEKES,3600,1,2,LENTA,41.387512,2.196377,"Avda Litoral, 34",,,,94279114400,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171,0
21801011,218,01,01,1,SCHUKO,3600,1,2,LENTA,41.405220,2.142709,"Ronda del General Mitre, 203",,,,99400263228,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21801012,218,01,01,2,MENNEKES,3600,1,2,LENTA,41.405220,2.142709,"Ronda del General Mitre, 204",,,,99400263228,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21801021,218,01,02,1,SCHUKO,3600,1,2,LENTA,41.405220,2.142709,"Ronda del General Mitre, 205",,,,99400263228,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21801022,218,01,02,2,MENNEKES,3600,1,2,LENTA,41.405220,2.142709,"Ronda del General Mitre, 206",,,,99400263228,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21801031,218,01,03,1,SCHUKO,3600,1,2,LENTA,41.405220,2.142709,"Ronda del General Mitre, 207",,,,99400263228,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21801032,218,01,03,2,MENNEKES,3600,1,2,LENTA,41.405220,2.142709,"Ronda del General Mitre, 208",,,,99400263228,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21801041,218,01,04,1,SCHUKO,3600,1,2,LENTA,41.405220,2.142709,"Ronda del General Mitre, 209",,,,99400263228,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2181,2181
21801042,218,01,04,2,MENNEKES,3600,1,2,LENTA,41.405220,2.142709,"Ronda del General Mitre, 210",,,,99400263228,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2181,0
21901011,219,01,01,1,SCHUKO,3600,1,2,LENTA,41.427642,2.176832,"C/ RamOn AlbO, 77s",,,,99400274487,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2191,2191
21901012,219,01,01,2,MENNEKES,3600,1,2,LENTA,41.427642,2.176832,"C/ RamOn AlbO, 77s",,,,99400274487,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2191,0
21901021,219,01,02,1,SCHUKO,3600,1,2,LENTA,41.427642,2.176832,"C/ RamOn AlbO, 77s",,,,99400274487,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
